user_id	jobroles	career_level	discipline_id	industry_id	country	region	experience_n_entries_class	experience_years_experience	experience_years_in_current	edu_degree	edu_fieldofstudies
2149003	1863284	0	7	16	ch	0	3	6	2	0	
1376404	780010	0	0	21	non_dach	0	1	0	0	0	
904848	0	0	0	18	de	6	3	6	2	2	7
1919729	3081292	0	0	15	de	6	1	0	0	0	
744129	0	4	0	0	de	0	2	6	0	0	
2791657	2314529	0	0	9	de	1	1	4	3	0	3
2058231	3079492	NULL	0	0	de	9	3	4	1	2	3
2629983	2669401	3	2	14	de	7	3	7	2	0	
144119	1530700	3	0	0	de	0	3	6	1	0	
907195	4490078	0	0	10	de	9	1	3	1	0	
2224316	1766375,2969837	3	0	1	at	0	3	7	3	0	
2697944	2314529	0	14	21	de	0	2	4	1	1	5,3
1166937	1726797,1012013,2017616,4318371	0	0	1	de	6	3	6	1	2	7,3
2943460	3517194,1613276	3	9	21	de	2	2	4	2	0	
2511024	915206	3	0	0	de	0	1	0	0	1	
1190516	2082758,2573697,2616578	4	0	4	de	3	3	4	4	0	
1825514	2865345,695299,3079492,221785	NULL	0	0	de	0	3	5	1	2	8,2
877516	3731273	0	7	9	de	2	2	4	1	2	3
1230076	3432139,1054054,1371812,2857954,1890945,3163758	3	0	0	de	0	2	7	5	0	
2844692	1826305	5	0	0	de	0	2	7	2	0	
382604	0	NULL	0	0	ch	0	1	0	0	0	
2709547	2915824,1793536,154542	0	0	0	de	0	3	2	2	2	8
2757100	1766375	3	0	0	de	0	2	3	2	2	3
1212853	0	3	0	0	de	0	3	5	0	1	3
43481	1774708,3913136,4298526,348684	4	0	0	at	0	3	6	5	3	6
95600	3079492	1	14	21	de	1	2	4	2	1	5
763467	1319614	3	3	8	de	0	3	4	1	1	8
1894990	76751	2	2	19	de	9	3	4	2	2	7,8,2
1966411	2618263	3	0	0	de	0	2	6	4	0	
2063383	1359014	4	1	2	de	7	3	5	2	2	8,2
157347	0	NULL	0	0	de	9	1	0	0	1	5
613204	0	NULL	0	0	ch	0	2	4	0	0	
2214983	502342	3	0	0	de	0	2	6	4	2	2
1728844	4499767	0	0	5	de	3	1	0	0	0	
39189	3328136	2	0	0	de	0	2	5	2	1	8,2
1170844	2380081,1547243	0	0	15	de	3	2	4	1	2	
1976997	494116,1782999	4	0	9	de	2	3	5	3	0	3
110649	3916449	2	0	8	de	6	3	4	2	1	2
2783821	3287640	0	0	0	de	0	2	3	2	0	
685189	0	NULL	0	0	de	2	1	4	0	2	7,2
1864634	1118975,2423861,494116,3630489	0	0	13	de	2	2	4	3	0	
843359	412919,3345009,4334626	0	19	1	de	9	3	4	1	0	8
2649335	726713	NULL	0	0	de	7	3	4	1	2	5
2273227	4362804	2	23	1	de	9	1	2	2	0	
620227	408669,18903,3079492	NULL	0	0	de	2	3	5	2	1	5
1735317	4380932,914666,4499767	NULL	0	0	de	1	1	4	4	0	2,8,5
2611495	3455040	0	0	10	non_dach	0	2	4	3	3	3
448521	635441	0	0	8	de	13	1	0	0	0	
1135967	0	NULL	0	0	de	7	3	4	0	0	7
537284	3210328,86942	3	0	0	de	0	2	4	1	1	8
2049644	482430,502342,2928384,2509936,82450,2027410,1624930,897463,3408137	4	9	15	de	1	3	6	4	0	
253496	3099696,4451534,76887,221785	4	20	1	de	9	3	5	3	0	
1355012	4483314	4	0	0	de	0	3	6	3	0	
2111223	43445	0	0	1	de	9	3	4	1	0	5
2103059	2660625	0	0	15	de	1	3	7	4	0	
2184726	3533669	2	0	0	de	0	2	4	2	0	
1303342	1283916	3	14	14	de	10	2	4	1	2	8,5
2242741	213841,3620410	3	13	1	de	1	3	6	4	0	
2465009	2050869,736866,3916449,2380081	NULL	0	0	de	6	3	4	4	1	8
1122946	3412174,2558355,2178060	3	0	2	de	7	3	5	5	0	
1627737	1197269,2469022	3	2	15	de	9	3	6	2	2	8,2
2080704	3660692	0	0	0	de	0	1	6	1	0	
832032	1435899,46678	4	0	17	ch	0	3	5	3	0	
1491179	4490078	4	6	1	at	0	3	7	3	0	
1902029	4432807,2608520,2142758	3	0	0	de	0	2	5	2	0	2
817635	2111897	3	3	9	de	1	1	0	0	0	
607898	2443062,319286	3	20	9	non_dach	0	1	4	4	1	3
2648839	0	NULL	0	0	de	9	3	0	0	2	5
288483	2378915	0	0	8	de	2	2	6	2	0	
39030	0	NULL	0	0	de	0	NULL	NULL	NULL	0	
420885	76746	3	0	0	de	0	3	6	2	2	8,2
10140	3079492	0	6	11	de	0	2	3	2	2	8
2666841	0	NULL	0	0	de	2	3	4	0	2	3
1767588	0	NULL	0	0	de	9	1	3	0	0	
2240452	3240672,500718	3	0	0	de	0	2	5	5	0	5
2793488	2865345	3	0	2	de	7	3	7	5	2	8
1094988	3372075,4169675,4484357	6	0	0	de	0	3	5	3	0	8,2,7
2902679	0	NULL	0	0	de	1	1	0	0	0	
391370	239872	3	0	0	de	0	3	6	1	0	7,2,8
1042072	1890945	0	0	20	de	2	3	7	4	0	8
585998	3482421	6	0	19	at	0	1	5	5	0	
914113	2178060	3	15	8	de	9	3	4	1	2	3
1789832	0	NULL	0	0	de	10	1	0	0	0	8
2469857	3977147	3	0	0	de	0	1	2	2	2	3,2
1997457	398644,2276399,1283916,578240,524518	4	2	14	de	1	3	7	2	3	3,8
1671738	2978502	0	3	21	de	1	3	5	2	2	
2622666	2811951,907741	4	0	14	de	9	2	4	2	2	2
2575663	1057841	0	0	11	de	6	3	4	1	0	
2903269	0	NULL	0	0	de	4	2	3	0	0	8,2
142567	0	NULL	0	0	at	0	3	4	0	1	3
71973	502342	0	0	18	de	9	3	0	0	0	
146547	0	0	0	0	de	0	1	2	2	2	3
1676294	2681387,3370475	3	0	0	de	0	2	4	0	2	
936320	1581843	NULL	0	0	de	1	3	7	4	0	
126308	1057568,2768054	3	0	1	de	7	2	5	3	0	5
1299359	2111897	4	0	12	ch	0	3	5	0	0	8
1491379	1057841,2314529,4490078,3759252	3	0	0	de	0	1	2	2	1	2,8
2106204	2995613	2	18	9	de	1	2	4	1	1	3
2112852	1567693	3	0	0	de	0	3	5	1	2	3,8
1940716	4284901	6	0	0	at	0	3	4	4	0	
1070644	1549791	6	0	0	de	0	3	6	0	0	
833520	3079492,2314529,4463615,1869807	NULL	0	0	de	2	3	3	1	2	3
303313	682906	3	3	15	de	0	2	5	3	0	
2671053	0	NULL	0	0	de	3	2	6	0	0	7
2590066	3582227	0	0	8	de	5	2	2	1	1	8
153053	0	NULL	0	0	de	0	NULL	NULL	NULL	0	
2059493	0	0	0	0	de	0	2	4	4	0	
1410742	2013630,1869807,154542,1913940	0	18	10	de	1	3	6	2	0	
973419	1856588,2915824	6	19	15	at	0	2	4	2	0	
1911276	0	NULL	0	0	de	6	3	4	0	1	8
1155052	2001826,2424638,4493680	0	0	21	de	7	3	4	2	0	
878465	682906	3	3	15	de	7	2	4	2	0	
2353218	1832697,1196943	0	0	16	non_dach	0	1	0	0	3	6
1061167	612078,2608520	NULL	0	0	de	13	3	5	3	2	6
1842657	4284901	6	0	0	de	0	2	5	5	1	2,8
2218621	2928384	0	0	0	de	0	1	3	1	0	2,9,7
50754	4246708	0	0	15	non_dach	0	1	0	0	0	
425557	1090923,205304,1851239	5	0	0	ch	0	3	5	4	2	8
2011404	2458580,1861068	0	0	0	de	0	1	4	3	0	
2869210	4007215	NULL	0	0	de	2	3	4	1	2	3
1329035	2995613,2424638,500718,2550008	3	20	21	ch	0	2	4	1	0	
2273720	4138763,1792965,243880,2387379,992723,4024372	3	0	0	de	0	3	0	0	0	4
665929	0	NULL	0	0	de	10	1	0	0	0	
612457	0	NULL	0	0	de	1	2	4	0	1	7
2289725	2387379,1937646,1118975,1479146	2	0	0	de	0	1	2	1	1	7
1569502	3690850,313273,2573697,405520	3	2	21	ch	0	3	7	2	0	8
874362	0	NULL	0	0	ch	0	2	3	0	1	
2584899	2245512	NULL	0	0	de	9	3	4	2	1	
2933411	150052	3	0	0	de	0	1	7	4	2	
1314508	0	NULL	0	0	de	1	1	4	0	1	
2519199	0	NULL	0	0	de	6	2	4	0	1	8,7
1713869	500718	3	0	0	de	0	3	6	3	0	2
1316275	1438550,3482421	0	0	18	de	2	3	5	2	0	
1494792	0	0	3	1	de	2	3	4	1	2	3
2946044	3582227	2	20	1	de	9	2	3	1	1	2,7,8
233170	4033961	0	0	6	de	9	1	0	0	1	4,8,2
738552	3079492,3293484	2	0	0	de	0	3	4	1	1	8
1235694	2591149	3	0	0	ch	0	2	6	1	1	
2661160	0	0	0	1	de	6	1	0	0	0	
2481961	2913593,3240672,2314529,2338195	3	2	21	de	2	3	7	6	0	5,3,8
652856	1826305,94273,1549791	4	0	5	de	10	3	7	6	0	
37351	1072229,543252	0	0	0	de	0	3	5	3	0	3
2816862	2978502,2573697,2140778	4	3	8	ch	0	3	7	2	2	8
1379874	2424638,4432807,1861068,2580991,222069	2	0	0	de	0	2	4	2	1	4
2404906	1342939,1013546	4	0	21	de	9	2	5	4	2	5
640706	3016884	0	0	9	de	9	1	3	3	0	
913841	3045845	0	0	0	de	0	3	7	4	0	
491986	2924143,2317118,1012013	4	0	0	de	0	3	6	1	3	5
2874591	3079492,2396442,221785	NULL	0	0	de	1	3	4	1	0	
524553	4284901	0	0	5	de	2	1	0	0	0	
2351274	1937646,3748334	2	14	21	de	9	2	4	3	1	
2621995	3543754	3	0	0	de	0	1	5	3	0	
1996566	2978502	3	0	8	de	2	3	6	2	0	
2494490	2314529	3	0	0	ch	0	1	4	3	0	
1403652	3145630,1278756	5	0	21	de	10	3	7	2	0	
777965	2461367	0	0	22	de	0	1	5	5	0	
1903934	1359014	3	0	17	de	1	1	3	3	1	8
276862	502342,4284901,3729575	NULL	0	0	de	7	3	0	0	0	
2316073	2314529,3434618	0	0	21	de	2	3	6	4	0	
189343	2832248	0	0	0	de	0	2	3	1	0	
1266227	0	2	0	0	de	0	3	4	0	0	3
770400	222069	3	15	1	de	10	2	4	3	0	
740533	99031	4	0	0	de	0	2	5	4	0	8
2867532	1283916	2	0	14	de	0	3	4	3	2	5
661212	1861068	4	0	0	de	0	3	6	2	0	
360444	4017590,3958745,2068923,1539377,2314529,4263126,297403,1214093	6	14	21	de	7	1	7	7	0	
273918	1290667,1667725	3	0	0	de	0	3	4	1	1	5
592451	4402279	NULL	0	0	de	1	3	5	5	1	3
2325244	154542,3709246,4141254	4	3	21	ch	0	3	7	3	0	
1329401	3862256	0	0	15	de	1	3	6	1	0	
387783	3731273,4299037	0	0	9	de	2	3	4	2	0	
2207868	2317118	3	0	0	de	0	2	6	2	2	3
1098850	2473582,3667946,1533993	3	0	0	de	0	2	3	2	1	8
1864978	1504358	3	0	1	de	0	2	7	5	0	3
1728162	1581843,1556440	5	0	0	de	0	3	6	3	0	
2553229	425305	0	18	10	de	9	2	4	1	2	2,9
992978	0	3	0	9	de	9	3	7	3	0	
249491	3240672,4007215,3794933,4239089,213841	NULL	0	0	at	0	3	0	0	0	8,2
189335	4298526,4052776	3	12	16	de	9	3	4	1	2	6
591878	3794933,3916449	3	0	0	de	0	3	4	1	0	
2252929	3436151	0	0	15	de	0	1	0	0	0	
1899871	1781613	3	9	18	de	10	3	4	1	2	8
2407353	4141254,3163182	0	0	16	de	10	2	5	3	0	
1055645	4216538,356069,2978502,3876540,3994470,3941800,4321623,212162,2396442,502342,4499767	0	9	18	de	7	3	7	4	0	8
870820	4284901,128836,2632767,154542	4	0	0	de	0	3	4	3	0	7
1315417	2178060,3366225	0	0	2	at	0	2	5	4	2	8
1604110	0	NULL	0	0	de	1	1	0	0	0	
1524547	3689751,502342,251536	4	0	0	de	0	3	4	1	0	3
1258625	2916635,4227194	4	0	21	de	10	3	6	2	0	
564767	0	NULL	0	0	de	6	3	3	0	2	3
2202718	2458580	2	0	0	de	0	2	2	1	2	8,4
868434	0	NULL	0	0	de	1	2	4	0	2	3
2627146	1012013	NULL	0	0	ch	0	2	6	1	0	
2828780	1573361,3482421	5	0	0	de	0	3	7	4	1	2
2554942	1662002	2	0	0	de	0	3	4	3	2	
2766750	1766375,1924033	3	0	19	non_dach	0	3	7	3	2	5
2467047	2865278,4325610,1038436,1125967	0	0	22	de	1	3	3	1	2	3,5,6
1720883	280732	2	0	0	de	0	3	7	1	0	
1695228	2378915,3870375	5	0	18	at	0	1	0	0	0	
2241451	159424,612078,2804344,1179799	4	0	0	at	0	3	4	3	0	
2750530	0	NULL	0	0	de	7	3	5	0	0	4
1071830	30045	0	0	1	at	0	1	0	0	0	
2228055	494116	4	2	14	de	6	3	4	1	0	
1494697	4427905	3	0	0	de	0	3	4	1	0	
433973	1284613	3	13	1	de	10	3	6	2	0	
1858	0	NULL	0	0	de	10	2	4	0	1	2,3,8
2000107	412919	0	0	0	non_dach	0	2	6	2	0	8
1515597	0	NULL	0	0	de	8	1	0	0	2	8
2482622	2608520,33048,1655987	3	0	0	de	0	2	3	2	0	
1488798	356069	4	0	14	de	2	3	5	2	2	8
1744236	4490078,444534	0	0	7	de	1	1	5	5	0	
1927819	0	NULL	0	0	de	10	3	5	0	1	8
1271709	177854	0	0	0	de	0	2	6	3	0	
1419579	0	NULL	0	0	de	7	1	2	0	0	2
182652	234916,63375	3	0	5	de	2	2	6	4	0	
541883	4492352	3	14	21	de	10	3	5	2	0	
1740033	3010451,502342	3	9	21	ch	0	3	4	2	1	8
2490765	244199	NULL	0	0	de	9	2	3	1	2	3
8276	3573642,3250295,3768439	0	0	21	de	7	2	4	2	0	
452585	980932	0	0	0	de	0	1	5	3	0	
1625211	996660	4	11	22	de	9	3	5	2	2	
1735273	1581843,1079599	4	19	21	de	2	3	6	2	0	
2834914	3378061,4432807,3792911	0	0	21	de	6	3	7	3	0	
2756157	0	NULL	0	0	de	9	3	0	0	3	2,8
2424630	0	NULL	0	0	de	7	1	0	0	0	5
904265	2573697	3	0	21	non_dach	0	3	4	1	0	
1696089	2458580	2	0	0	de	0	3	5	1	2	5,3
1349406	4385172	2	0	0	de	0	1	5	5	1	
862214	0	NULL	0	0	de	13	3	3	0	0	3
2683266	3145630,2550008	5	0	0	de	0	3	7	3	0	
384341	1792965	0	14	21	de	7	2	4	1	1	3
1393112	3156987	0	0	0	de	0	3	5	2	2	2,7
2039351	2585795	NULL	0	0	non_dach	0	3	6	1	0	
2740949	444534	0	0	0	de	0	2	3	0	0	8
177387	4484357,4049722,3099696,3913136	4	3	21	de	9	3	6	3	0	8
2944023	500718,4432950	4	18	1	de	0	3	5	4	0	3
2867855	91188,2573697,4238220	3	14	21	de	3	2	6	2	0	
591372	2928384	0	0	18	de	10	3	4	1	2	
2310738	1581843	0	0	8	de	0	3	7	2	0	
1054722	1581843,178582	4	14	21	at	0	3	7	2	0	5
794332	822375	NULL	0	0	de	0	3	4	3	0	
274676	2458580	3	6	15	de	9	3	7	3	0	
2444827	635441,128836	3	3	2	de	1	3	5	1	0	
2159773	2323129,502342	4	7	1	de	6	3	5	2	2	
489951	3432139	NULL	0	0	non_dach	0	3	6	1	0	
889906	1890945	3	14	21	de	7	1	5	5	0	
736352	2639824	4	0	0	ch	0	3	5	1	1	8,7
440030	1484215	4	0	0	de	0	3	5	2	0	3
2585353	1581843,4075107	0	0	14	ch	0	1	0	0	0	
1107014	0	NULL	0	0	de	3	2	7	0	0	5,3
710948	646541,2870601,3794933	4	0	7	de	6	3	5	3	2	3,5
1754791	0	0	0	0	de	0	2	7	4	2	9,4
2228768	2111897	5	19	15	non_dach	0	1	0	0	0	
2571195	0	4	0	0	de	0	2	4	1	2	
2071850	3024883	0	0	0	de	0	3	3	2	0	3,8
1763313	1319614	0	0	1	de	9	1	0	0	0	
2232997	1283916	0	14	21	de	10	1	5	5	0	5
483602	1078596,1766375	3	0	0	de	0	3	2	1	0	
563375	4432950,4408755	0	18	10	de	0	3	5	3	2	8,2
94073	3287640	0	23	8	ch	0	1	0	0	0	
2714598	478379,2325779,1792965	3	0	0	de	0	3	5	1	3	7
2126297	1697930	3	0	4	de	10	1	2	2	0	
469249	82994,3794933,977623,494116,1576827,4572761	0	0	15	de	6	3	6	2	0	7
2447449	338399	3	20	1	de	2	3	6	1	0	
2819965	127061	0	0	19	de	7	2	4	3	0	
1356673	3533788,3478136,1942668	2	2	21	de	13	3	4	2	2	8
299289	3079492,4583506,906892	0	0	8	de	9	1	2	1	1	8
1978020	0	NULL	0	0	de	6	1	0	0	0	
2358647	2832248	2	0	0	de	0	2	3	1	1	8
60948	4490078,2832248	4	6	15	de	9	3	7	2	0	
739426	2128205,1766375,3418410	0	0	15	de	9	3	6	1	0	
648658	56644,1581843	3	0	5	de	9	3	6	4	2	8
2737774	4499767,4484357	0	0	2	de	4	3	6	3	0	
314407	494116,2630003	0	0	21	de	2	3	4	1	0	8
917843	0	NULL	0	0	de	10	3	4	0	2	2,7
2621336	2501578,76887	3	5	2	de	2	3	5	1	2	5
206993	76751	0	0	2	de	9	1	5	4	0	5,3
1938213	1072848	0	0	15	de	1	1	0	0	0	
131565	494116	4	0	0	de	0	2	4	1	1	5
1817994	3213980,962959,4325610	4	0	0	de	0	3	7	2	2	
1580750	0	NULL	0	0	de	0	2	6	0	0	
383389	1057841,4514735	0	0	0	ch	0	3	4	1	1	8
1161213	0	NULL	0	0	de	9	2	4	0	0	3
380796	0	NULL	0	0	de	7	3	4	1	0	8,2
1690923	0	NULL	0	0	de	5	3	4	0	0	5
2128554	0	0	0	15	de	2	1	0	0	0	
2439758	2466914,4284901	5	0	8	de	9	3	6	4	0	
60471	2501578,3432139	3	0	0	de	0	3	6	1	3	
2039420	492263,1057841,4432807	4	0	0	de	0	2	7	2	0	2
567503	0	NULL	0	0	de	2	1	5	0	0	
494701	0	NULL	0	0	de	0	1	4	0	0	
1700620	4042862	0	0	12	de	1	1	0	0	0	
614687	2573697,524518,116177	3	2	14	de	7	3	5	3	2	2
2945904	4169675	4	0	0	non_dach	0	3	4	1	2	2,5,8
2419822	3241763	4	0	1	de	6	2	4	4	0	
1336541	3344395	6	0	0	non_dach	0	3	7	3	0	
1834678	1556512,1087839,751977,1890945	3	0	0	de	0	3	5	2	0	
2208215	3954962	0	0	0	de	0	3	7	1	0	
1189366	4438218	3	20	9	de	10	2	4	3	0	
1818212	2169794	3	6	8	de	2	3	4	1	0	
1123596	0	NULL	0	0	de	6	3	6	0	0	
992028	1636882,4011133,3948498	3	20	1	de	1	3	6	1	0	3
1195437	781474,1581843,4321623	5	0	0	de	0	3	6	4	2	8,2
2836766	76887,1207236	0	0	0	de	0	3	7	0	0	
2877282	3768439,2396442,4284901,2639824,4154051,4520723,3667946	0	0	0	de	0	3	4	2	0	
2471870	1667725,4160943	3	7	9	de	1	3	6	2	0	
419438	3533669	0	0	1	de	15	1	0	0	0	
2666032	3802986	3	14	1	de	10	3	5	1	0	
549196	3418410,3079492	2	2	14	de	1	2	3	2	2	8,2
1453818	0	NULL	0	0	de	7	1	3	0	0	8,2
1775439	2135130,3007857,4284901,3750867	6	0	13	de	2	3	6	5	0	
2249194	4438218	0	0	9	de	3	1	3	3	1	
2099595	901174	3	3	8	de	2	3	7	1	0	
961805	4169675	4	5	1	de	7	3	5	3	2	2,8
1526727	4451534,3903197,2431106,4449637	3	0	0	de	0	2	4	4	0	
2320710	1057841	0	6	11	de	2	3	4	1	2	4,8
56227	901174	3	3	21	de	6	3	7	3	0	8
1659459	4438218	2	20	9	de	9	2	4	1	2	3
2520061	0	NULL	0	0	de	10	1	0	0	2	4
744159	2591149	NULL	0	0	de	10	2	2	1	1	3
2776801	3418410	2	0	0	de	0	1	1	1	0	
1715648	2314529	3	14	21	de	4	2	5	1	2	5
2619410	2314529	0	0	1	de	1	1	5	5	0	
2180937	512566	3	0	21	de	2	3	5	3	1	5
2950657	3079492	NULL	0	0	de	1	3	2	1	1	2,8
2494682	4490078	4	0	0	de	0	2	0	0	0	6
924008	1162788,218173,744365,2169794,524518	3	0	0	de	0	3	5	2	3	2
423528	1746844,996660	3	0	9	de	2	3	6	2	0	5
1198309	0	NULL	0	0	at	0	2	4	0	1	
2333913	0	NULL	0	0	de	10	1	7	0	2	5
2405381	3408137	0	0	15	de	1	3	4	2	2	8
1282820	1197269	2	0	21	de	9	3	5	3	1	5
53574	2509936	0	9	18	at	0	3	4	1	0	
697695	3250295	6	0	21	de	3	3	4	3	0	
1732282	1931005	0	0	0	de	0	2	3	1	0	
679368	1363305,4325610,2573697,631137	3	0	0	de	0	3	4	4	0	7
1065343	0	NULL	0	0	non_dach	0	1	0	0	0	
1748250	4176007	3	1	21	at	0	2	5	4	0	5
2514305	0	NULL	0	0	de	7	1	0	0	0	3
1549813	0	NULL	0	0	de	0	NULL	NULL	NULL	0	
159571	4570420,2573697	0	0	18	de	2	2	6	6	2	8
2071330	3022784	3	0	0	de	0	2	7	6	0	
541248	4408755,524518,2580946,973689,3196388	0	18	10	de	1	3	4	3	2	8
2011982	1632183	2	0	0	de	0	3	4	1	0	
40273	494116,1674604,234916	3	3	23	de	7	3	4	2	0	
174066	0	NULL	0	0	de	0	NULL	NULL	NULL	0	
137917	0	NULL	0	0	de	7	1	4	0	0	
919791	996660,3533669	3	20	1	de	9	3	7	3	0	
1285189	3731273,3533669,1766375	3	0	0	de	0	3	7	4	2	3
2601712	3418410	0	0	0	de	0	3	5	2	3	7,2
1501937	0	3	0	0	de	0	1	3	3	0	5
1539912	2088073	0	0	1	de	2	3	5	1	2	
2495025	1018366	0	0	10	at	0	1	0	0	0	
2697938	3058924,2573697,1283916,494116	4	0	0	de	0	2	7	4	0	
2144222	1441262	0	0	0	de	0	2	4	1	2	2,7
1818733	2922003	0	0	13	de	3	3	5	0	0	
2580481	3913136,4490078,205304	4	0	0	de	0	1	0	0	0	
2347301	500718	0	0	2	de	6	3	7	2	0	
844645	3079492	NULL	0	0	de	9	3	5	4	1	8,2
432790	605391	3	0	0	at	0	3	6	0	1	3
2871371	3241763	4	0	0	de	0	2	5	4	0	
2769018	1119112,1242704,2928384	NULL	0	0	de	0	3	2	2	0	7
1159305	280732	0	6	11	de	9	3	5	2	0	
276429	1549791	6	0	0	de	0	3	7	0	0	
1887694	4321623	3	0	0	de	0	3	5	3	2	7
488725	3205967,4083973,1496767	0	0	16	de	1	3	7	4	0	6
2143573	0	NULL	0	0	de	1	2	4	4	2	3
1342085	2251210,154542	6	14	21	non_dach	0	2	3	2	0	
1568379	1438550,1847541	3	0	0	de	0	2	6	5	1	
1445856	2100408,3378061	0	0	0	de	0	2	6	4	0	
1331805	4284901,313273,1549791	5	0	0	de	0	3	7	6	3	2
331179	3370475	4	3	21	de	9	3	5	1	1	8
2721508	3456869	3	0	0	de	0	1	4	2	2	5
2172950	234916,1126353	3	3	12	de	2	3	5	2	0	
1711944	4143327	0	0	1	de	9	3	5	1	1	3
1742239	3329872	0	0	21	de	0	3	4	2	1	5
1666663	0	NULL	0	0	de	6	3	5	0	0	
2869530	0	NULL	0	0	de	3	2	3	3	2	2
909198	2973232	0	0	21	de	3	3	6	2	2	5,8
1662339	502342	3	0	0	de	0	1	2	2	2	8
547298	751977,635441,2280593	4	0	0	de	0	2	7	5	2	8
1066932	1012013	2	0	21	de	6	1	4	3	1	5
2227177	0	NULL	0	0	de	9	2	3	0	2	3
2732478	0	NULL	0	0	de	9	1	0	0	0	5
772589	500718,4499767	4	16	15	de	3	3	7	1	0	
1805979	0	NULL	0	0	de	7	2	4	0	2	5
2013622	4499767	0	0	0	de	0	2	4	4	0	8
2505943	4490078,2573697	4	0	0	de	0	3	0	0	0	
1936319	0	NULL	0	0	de	10	2	6	0	0	
458665	605391	0	0	0	de	0	2	7	1	0	
2509153	0	NULL	0	0	de	1	2	2	2	0	8
66004	2178060	0	0	15	de	1	2	4	1	0	
759574	2285759	2	0	0	de	0	1	4	2	0	8
996404	0	0	0	8	de	7	1	3	1	0	
1788429	0	NULL	0	0	at	0	1	0	0	2	9,4,7,2
344627	3852962,3500451,106514,654490	2	0	0	de	0	2	5	1	0	
368709	0	NULL	0	0	at	0	3	7	0	0	3
2585855	1851239	3	0	0	de	0	3	0	0	0	
121169	0	NULL	0	0	de	10	3	4	0	1	8,7
1880146	3482421	NULL	0	0	de	1	2	3	2	1	8
2431054	0	NULL	0	0	de	9	2	2	0	2	
597200	4284901	6	0	0	de	0	2	4	4	0	
2486537	621213	NULL	0	0	de	2	3	5	2	2	8
137922	1258549	0	0	0	de	0	3	5	2	2	8
1201542	0	NULL	0	0	at	0	1	0	0	0	
1012106	4251712	0	0	12	de	9	2	2	1	0	
825520	1040176,4499767,3482421,2978502	4	0	0	de	0	2	4	4	0	
1852802	996660	3	11	1	de	9	2	4	4	0	3
688872	4020979	0	0	6	de	9	1	4	4	0	
656741	3293484	0	0	15	de	0	1	4	4	0	
1676323	1792965	0	14	21	de	3	3	6	6	0	
663889	3533669	3	20	1	de	7	1	0	0	0	
1789444	2978502	4	0	0	de	0	3	4	2	0	
1483966	3543754	0	0	21	de	0	2	4	2	1	2
995675	1038436,4499478	0	0	21	de	9	3	5	3	1	8,2
2913900	3293484	NULL	0	0	de	9	3	4	1	2	8
1229711	655030,3794933	5	0	0	de	0	3	6	1	2	4
8808	3287640	0	0	23	de	9	2	4	2	0	
355165	0	NULL	0	0	at	0	1	0	0	1	
2577937	280732	3	0	0	de	0	1	0	0	0	
2899151	500718	0	0	0	de	0	1	7	6	2	7
324050	914666	3	0	8	de	2	3	5	1	2	4
2656996	3768439,1057841	2	0	0	de	0	1	0	0	1	2,8
2598453	412919	0	0	9	ch	0	3	5	1	2	3,8
1878337	4362983	3	0	0	de	0	2	7	3	0	
2634717	0	NULL	0	0	de	0	3	2	0	0	3
2253803	4499767,502342,3794933	3	7	21	de	1	3	5	2	2	
1208167	76751	0	2	14	de	2	1	3	2	2	5
624208	0	NULL	0	0	de	7	1	0	0	0	
2539190	3580664	4	0	0	de	0	3	7	1	2	8
1349584	2082758	0	0	15	de	2	3	7	2	0	
973617	4408755	2	0	0	de	0	2	5	3	2	5
2290363	1766375,4141254	0	0	0	de	0	1	0	0	1	
2559723	1253876	0	0	20	de	2	2	6	2	2	8
2880386	0	NULL	0	0	non_dach	0	2	5	0	0	
2941159	312113	0	7	14	de	9	1	0	0	0	
2457321	3586517,1014996	0	0	1	de	0	1	0	0	0	
1485825	76887,1608502	3	0	0	de	0	3	5	1	1	
2587710	1072229	2	20	9	de	2	3	4	2	2	
2759017	1332823	3	9	18	de	10	2	5	1	0	
1062645	4284901,3482421	0	0	2	non_dach	0	2	5	3	0	8,2
2137172	3107749,1283916	3	14	21	non_dach	0	3	5	3	0	3
1845609	612078	3	23	1	de	7	1	3	3	0	
2655583	1162788	NULL	0	0	de	3	3	4	2	1	8
2556162	0	NULL	0	0	de	3	1	0	0	0	
568226	502342,4284901,2573697,3482421,3432139	6	0	21	de	6	3	6	3	0	
1178329	4552398,1549791	6	0	0	de	0	3	7	3	0	
1217901	3240672,315526,1581843	5	0	0	de	0	2	7	2	0	5
183041	3079492,312113	0	0	0	de	0	3	4	2	2	
2719401	0	NULL	0	0	de	3	2	5	0	0	
1213904	996660,2380081	3	7	21	de	2	3	6	1	0	
569097	128836	3	1	14	de	3	3	6	1	0	
940527	420011	NULL	0	0	de	1	2	3	2	0	2,8
1126807	3482421,1958069	6	3	8	de	7	1	0	0	0	
390938	3475710,1072848	NULL	0	0	de	9	1	7	1	0	
1235468	0	NULL	0	0	de	3	3	4	0	0	6,3,5
719309	63375	0	0	14	de	1	1	3	3	0	
2019682	2573697,4546220,4274000	0	0	0	at	0	3	6	1	0	
657029	2639791,3079492	NULL	0	0	de	0	2	4	1	2	3
995484	0	NULL	0	0	de	4	3	4	0	2	
1758077	425546	0	0	5	de	1	3	6	1	0	
1553877	356069	3	0	18	de	7	3	5	1	0	8
1222594	708859	3	0	0	de	0	2	4	1	0	4
